code,company,fiscal_year,quarter,file_type,account_type,consoli_type,submit,zip_id,sales_prior,sales_pct_yoy_prior,sales_current,sales_pct_yoy_current,sales_next,sales_pct_yoy_next,operating_income_prior,operating_income_pct_yoy_prior,operating_income_current,operating_income_pct_yoy_current,operating_income_next,operating_income_pct_yoy_next,operating_income_progress_ratio,operating_income_on_sales_ratio_prior,operating_income_on_sales_ratio_current,operating_income_on_sales_ratio_next,operating_cf_margin_prior,operating_cf_margin_current,ordinary_income_prior,ordinary_income_pct_yoy_prior,ordinary_income_current,ordinary_income_pct_yoy_current,ordinary_income_next,ordinary_income_pct_yoy_next,pretax_income_prior,pretax_income_pct_yoy_prior,pretax_income_current,pretax_income_pct_yoy_current,pretax_income_next,pretax_income_pct_yoy_next,net_income_prior,net_income_pct_yoy_prior,net_income_current,net_income_pct_yoy_current,net_income_next,net_income_pct_yoy_next,net_income_on_sales_prior,net_income_on_sales_current,net_income_on_sales_next,eps_prior,eps_current,eps_next,roe,roa,dividend_prior,dividend_next,payout_ratio_prior,payout_ratio_next,total_assets_prior,total_assets_current,net_assets_prior,net_assets_current,capital_ratio_prior,capital_ratio_current,outstanding_stock_current,treasury_stock_current,operating_cf_prior,operating_cf_current,investing_cf_prior,investing_cf_current,financing_cf_prior,financing_cf_current,cash_prior,cash_current
1850,南海辰村建設株式会社,2019-03-31,Q3,tanshin,日本基準,単,2019-01-30,TD2019013000363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,28835730.0,7097.0,,,,,,,,
1869,名工建設株式会社,2019-03-31,Q3,tanshin,日本基準,連,2019-01-28,TD2019012800156,62991000000.0,2.2,63891000000.0,1.4,94000000000.0,6.3,3985000000.0,37.1,3491000000.0,-12.4,4500000000.0,-21.0,77.6,6.3,5.5,4.8,,,4221000000.0,34.2,3741000000.0,-11.4,4700000000.0,-20.5,,,,,,,3076000000.0,39.5,2498000000.0,-18.8,3200000000.0,-25.2,4.9,3.9,3.4,121.88,98.99,126.76,5.3,3.7,,,,,,93844000000.0,,47081000000.0,,50.0,,,,,,,,,,
1869,名工建設株式会社,2019-03-31,Q3,tanshin,日本基準,単,2019-01-28,TD2019012800156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,27060000.0,1815975.0,,,,,,,,
1878,大東建託株式会社,2019-03-31,Q3,tanshin,日本基準,連,2019-01-30,TD2019013000034,1159298000000.0,4.9,1175656000000.0,1.4,1640000000000.0,5.3,111611000000.0,5.1,105065000000.0,-5.9,128000000000.0,1.3,82.1,9.6,8.9,7.8,,,115350000000.0,5.5,108757000000.0,-5.7,133000000000.0,1.1,,,,,,,78561000000.0,6.1,75081000000.0,-4.4,90000000000.0,2.5,6.8,6.4,5.5,1040.2,1008.22,1190.02,23.7,12.8,,,,,,817993000000.0,,315600000000.0,,38.8,,,,,,,,,,
1878,大東建託株式会社,2019-03-31,Q3,tanshin,日本基準,単,2019-01-30,TD2019013000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.0,,,,,,,,,75628879.0,1330582.0,,,,,,,,
1911,住友林業株式会社>>,2019-03-31,Q3,tanshin,日本基準,連,2019-01-31,TD2019013100098,856526000000.0,11.0,906981000000.0,5.9,1310000000000.0,7.2,23565000000.0,3.6,24130000000.0,2.4,51500000000.0,-2.9,46.9,2.8,2.7,3.9,,,27586000000.0,6.0,26463000000.0,-4.1,55000000000.0,-5.0,,,,,,,14106000000.0,-8.9,15576000000.0,10.4,30000000000.0,-0.4,1.6,1.7,2.3,79.23,85.89,165.44,5.1,2.4,,,,,,985049000000.0,,346622000000.0,,31.1,,,,,,,,,,
1911,住友林業株式会社>>,2019-03-31,Q3,tanshin,日本基準,単,2019-01-31,TD2019013100098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,182697736.0,1324935.0,,,,,,,,
1930,北陸電気工事株式会社,2019-03-31,Q3,tanshin,日本基準,連,2019-01-29,TD2019012900069,28918000000.0,-1.6,29113000000.0,0.7,44000000000.0,4.3,2551000000.0,-19.1,2182000000.0,-14.5,4500000000.0,2.7,48.5,8.8,7.5,10.2,,,2668000000.0,-18.1,2220000000.0,-16.8,4600000000.0,1.4,,,,,,,1776000000.0,-17.8,1482000000.0,-16.6,3100000000.0,-5.6,6.1,5.1,7.0,76.15,63.54,132.89,4.6,4.6,,,,,,47235000000.0,,32059000000.0,,67.9,,,,,,,,,,
1930,北陸電気工事株式会社,2019-03-31,Q3,tanshin,日本基準,単,2019-01-29,TD2019012900069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,24969993.0,1643056.0,,,,,,,,
1939,株式会社四電工,2019-03-31,Q3,tanshin,日本基準,連,2019-01-31,TD2019013100738,53227000000.0,13.8,55193000000.0,3.7,83000000000.0,7.7,1193000000.0,62.0,1234000000.0,3.5,2800000000.0,4.7,44.1,2.2,2.2,3.4,,,1495000000.0,54.5,1843000000.0,23.2,3300000000.0,2.8,,,,,,,1127000000.0,88.6,1179000000.0,4.7,2300000000.0,0.7,2.1,2.1,2.8,143.69,150.41,293.25,2.6,1.4,,,,,,87760000000.0,,45013000000.0,,51.3,,,,,,,,,,
1939,株式会社四電工,2019-03-31,Q3,tanshin,日本基準,単,2019-01-31,TD2019013100738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,8127735.0,285428.0,,,,,,,,
1941,株式会社 中電工,2019-03-31,Q3,tanshin,日本基準,連,2019-01-31,TD2019013100227,99171000000.0,1.6,98731000000.0,-0.4,154000000000.0,3.8,5540000000.0,-7.3,2758000000.0,-50.2,6600000000.0,-22.7,41.8,5.6,2.8,4.3,,,8322000000.0,9.5,4660000000.0,-44.0,9000000000.0,-23.4,,,,,,,5824000000.0,14.8,2264000000.0,-61.1,5600000000.0,-28.3,5.9,2.3,3.6,104.15,40.45,100.74,1.1,1.1,,,,,,257842000000.0,,215174000000.0,,82.1,,,,,,,,,,
1941,株式会社 中電工,2019-03-31,Q3,tanshin,日本基準,単,2019-01-31,TD2019013100227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,,,,,,,,,58138117.0,2550658.0,,,,,,,,
1942,株式会社 関電工,2019-03-31,Q3,tanshin,日本基準,連,2019-01-31,TD2019013100099,342315000000.0,9.1,387716000000.0,13.3,545000000000.0,7.5,18028000000.0,11.0,19197000000.0,6.5,30500000000.0,4.2,62.9,5.3,5.0,5.6,,,18836000000.0,11.0,19967000000.0,6.0,31300000000.0,4.2,,,,,,,11967000000.0,6.9,12733000000.0,6.4,20400000000.0,7.0,3.5,3.3,3.7,58.59,62.34,99.87,5.5,4.5,,,,,,424922000000.0,,236776000000.0,,54.0,,,,,,,,,,
1942,株式会社 関電工,2019-03-31,Q3,tanshin,日本基準,単,2019-01-31,TD2019013100099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,205288338.0,1029208.0,,,,,,,,
1944,株式会社きんでん,2019-03-31,Q3,tanshin,日本基準,連,2019-01-30,TD2019013000247,329740000000.0,6.7,331331000000.0,0.5,518000000000.0,3.5,19281000000.0,2.4,20131000000.0,4.4,38000000000.0,-1.6,53.0,5.8,6.1,7.3,,,21120000000.0,2.1,22216000000.0,5.2,40000000000.0,-0.9,,,,,,,14023000000.0,2.3,14573000000.0,3.9,27000000000.0,-8.4,4.3,4.4,5.2,64.64,67.17,124.45,3.4,3.5,,,,,,576795000000.0,,434074000000.0,,75.1,,,,,,,,,,
1944,株式会社きんでん,2019-03-31,Q3,tanshin,日本基準,単,2019-01-30,TD2019013000247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,218141080.0,1189430.0,,,,,,,,
1945,株式会社　東京エネシス>>,2019-03-31,Q3,tanshin,日本基準,連,2019-02-01,TD2019020100392,43210000000.0,8.4,42933000000.0,-0.6,65700000000.0,-4.4,2297000000.0,-15.7,1179000000.0,-48.6,2800000000.0,-33.4,42.1,5.3,2.7,4.3,,,2431000000.0,-13.9,1362000000.0,-44.0,3000000000.0,-31.1,,,,,,,1597000000.0,-22.3,992000000.0,-37.9,2100000000.0,-27.7,3.7,2.3,3.2,47.35,29.32,61.98,1.7,1.5,,,,,,77085000000.0,,58786000000.0,,76.3,,,,,,,,,,
1945,株式会社　東京エネシス>>,2019-03-31,Q3,tanshin,日本基準,単,2019-02-01,TD2019020100392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,37261752.0,3379112.0,,,,,,,,
1946,株式会社トーエネック,2019-03-31,Q3,tanshin,日本基準,連,2019-01-31,TD2019013100207,144955000000.0,6.6,153770000000.0,6.1,208000000000.0,0.4,4730000000.0,8.8,6441000000.0,36.2,8000000000.0,-11.1,80.5,3.3,4.2,3.8,,,4600000000.0,3.6,5885000000.0,27.9,7600000000.0,-14.8,,,,,,,2908000000.0,5.3,3828000000.0,31.7,5000000000.0,-13.5,2.0,2.5,2.4,155.53,204.83,267.47,4.0,2.5,,,,,,253457000000.0,,94803000000.0,,37.4,,,,,,,,,,
1946,株式会社トーエネック,2019-03-31,Q3,tanshin,日本基準,単,2019-01-31,TD2019013100207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,19329990.0,636653.0,,,,,,,,
1948,株式会社弘電社>>,2019-03-31,Q3,tanshin,日本基準,連,2019-01-31,TD2019013100641,23077000000.0,-1.3,26109000000.0,13.1,36500000000.0,7.4,552000000.0,12.9,1462000000.0,164.6,2100000000.0,24.0,69.6,2.4,5.6,5.8,,,576000000.0,6.6,1515000000.0,162.7,2200000000.0,28.3,,,,,,,351000000.0,0.5,984000000.0,179.6,1450000000.0,25.8,1.5,3.8,4.0,198.25,554.59,817.23,6.3,5.2,,,,,,28172000000.0,,15582000000.0,,55.1,,,,,,,,,,
1948,株式会社弘電社>>,2019-03-31,Q3,tanshin,日本基準,単,2019-01-31,TD2019013100641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,1794000.0,19884.0,,,,,,,,
1949,住友電設株式会社,2019-03-31,Q3,tanshin,日本基準,連,2019-01-31,TD2019013100100,104195000000.0,12.8,111243000000.0,6.8,147000000000.0,0.1,7527000000.0,52.3,8308000000.0,10.4,8800000000.0,-10.8,94.4,7.2,7.5,6.0,,,7960000000.0,45.9,8795000000.0,10.5,9300000000.0,-10.6,,,,,,,5260000000.0,56.8,5770000000.0,9.7,6000000000.0,-12.3,5.0,5.2,4.1,147.83,162.18,168.63,8.5,6.7,,,,,,124165000000.0,,70904000000.0,,54.8,,,,,,,,,,
1949,住友電設株式会社,2019-03-31,Q3,tanshin,日本基準,単,2019-01-31,TD2019013100100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,35635879.0,55346.0,,,,,,,,
1950,日本電設工業株式会社,2019-03-31,Q3,tanshin,日本基準,連,2019-01-31,TD2019013100228,81498000000.0,-4.9,82410000000.0,1.1,185000000000.0,3.4,3883000000.0,-13.9,3791000000.0,-2.4,15000000000.0,0.8,25.3,4.8,4.6,8.1,,,4574000000.0,-11.2,4539000000.0,-0.8,15800000000.0,-5.2,,,,,,,2548000000.0,-11.6,2313000000.0,-9.2,9880000000.0,-8.6,3.1,2.8,5.3,41.46,37.64,160.72,1.6,1.7,,,,,,218756000000.0,,158212000000.0,,67.2,,,,,,,,,,
1950,日本電設工業株式会社,2019-03-31,Q3,tanshin,日本基準,単,2019-01-31,TD2019013100228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,61537219.0,64564.0,,,,,,,,
1959,株式会社九電工,2019-03-31,Q3,tanshin,日本基準,連,2019-01-31,TD2019013100229,230277000000.0,3.8,252083000000.0,9.5,385000000000.0,6.7,18578000000.0,8.3,16947000000.0,-8.8,38000000000.0,9.4,44.6,8.1,6.7,9.9,,,20820000000.0,13.1,19282000000.0,-7.4,41000000000.0,9.8,,,,,,,13597000000.0,9.4,12501000000.0,-8.1,28000000000.0,10.7,5.9,5.0,7.3,192.05,175.73,393.57,7.5,5.5,,,,,,308492000000.0,,168677000000.0,,53.8,,,,,,,,,,
1959,株式会社九電工,2019-03-31,Q3,tanshin,日本基準,単,2019-01-31,TD2019013100229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,71165783.0,19192.0,,,,,,,,
1967,株式会社ヤマト,2019-03-20,Q3,tanshin,日本基準,連,2019-01-31,TD2019013100231,33383000000.0,9.7,33195000000.0,-0.6,45000000000.0,-2.3,2613000000.0,34.6,1953000000.0,-25.3,2800000000.0,-19.1,69.8,7.8,5.9,6.2,,,2807000000.0,34.5,2146000000.0,-23.5,3000000000.0,-17.7,,,,,,,1968000000.0,80.7,1511000000.0,-23.2,2050000000.0,-19.6,5.9,4.6,4.6,76.0,57.75,78.95,5.8,5.4,,,,,,36197000000.0,,26251000000.0,,72.4,,,,,,,,,,
1967,株式会社ヤマト,2019-03-20,Q3,tanshin,日本基準,単,2019-01-31,TD2019013100231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,26927652.0,762536.0,,,,,,,,
1973,ＮＥＣネッツエスアイ株式会社>>,2019-03-31,Q3,tanshin,日本基準,連,2019-01-30,TD2019013000035,184926000000.0,3.1,190986000000.0,3.3,280000000000.0,4.5,4443000000.0,28.6,6283000000.0,41.4,12000000000.0,8.5,52.4,2.4,3.3,4.3,,,4471000000.0,24.4,6521000000.0,45.9,12000000000.0,9.5,,,,,,,3001000000.0,40.7,4296000000.0,43.2,7500000000.0,1.9,1.6,2.2,2.7,60.46,86.56,151.1,4.3,3.2,,,,,,198516000000.0,,103046000000.0,,50.6,,,,,,,,,,
1973,ＮＥＣネッツエスアイ株式会社>>,2019-03-31,Q3,tanshin,日本基準,単,2019-01-30,TD2019013000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,49773807.0,138253.0,,,,,,,,
1976,明星工業株式会社>>,2019-03-31,Q3,tanshin,日本基準,連,2019-01-31,TD2019013100529,39983000000.0,8.0,38129000000.0,-4.6,51000000000.0,-7.5,4164000000.0,3.6,4991000000.0,19.9,5700000000.0,-9.5,87.6,10.4,13.1,11.2,,,4366000000.0,5.4,5250000000.0,20.3,5900000000.0,-9.1,,,,,,,2880000000.0,0.5,3550000000.0,23.3,3900000000.0,-10.5,7.2,9.3,7.6,55.58,68.28,74.97,7.6,7.9,,,,,,63468000000.0,,47247000000.0,,73.9,,,,,,,,,,
1976,明星工業株式会社>>,2019-03-31,Q3,tanshin,日本基準,単,2019-01-31,TD2019013100529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,59386718.0,7285997.0,,,,,,,,
1983,東芝プラントシステム株式会社,2019-03-31,Q3,tanshin,日本基準,連,2019-01-31,TD2019013100101,151936000000.0,11.8,158572000000.0,4.4,240000000000.0,3.2,10668000000.0,6.4,13044000000.0,22.3,20000000000.0,-1.2,65.2,7.0,8.2,8.3,,,11065000000.0,-4.6,14688000000.0,32.7,21500000000.0,6.2,,,,,,,7555000000.0,-6.4,9464000000.0,25.3,14600000000.0,7.7,5.0,6.0,6.1,77.55,97.16,149.87,6.3,5.0,,,,,,258404000000.0,,151627000000.0,,58.5,,,,,,,,,,
1983,東芝プラントシステム株式会社,2019-03-31,Q3,tanshin,日本基準,単,2019-01-31,TD2019013100101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,97656888.0,245069.0,,,,,,,,
2002,株式会社 日清製粉グループ本社>>,2019-03-31,Q3,tanshin,日本基準,連,2019-01-31,TD2019013100531,402550000000.0,-1.0,429472000000.0,6.7,565000000000.0,4.6,21881000000.0,11.4,22681000000.0,3.7,27500000000.0,1.1,82.5,5.4,5.3,4.9,,,26003000000.0,9.6,27126000000.0,4.3,32000000000.0,0.6,,,,,,,18087000000.0,14.9,18117000000.0,0.2,22000000000.0,3.1,4.5,4.2,3.9,60.48,61.0,74.09,4.5,3.8,,,,,,598614000000.0,,420545000000.0,,67.8,,,,,,,,,,
2002,株式会社 日清製粉グループ本社>>,2019-03-31,Q3,tanshin,日本基準,単,2019-01-31,TD2019013100531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,304357891.0,7285071.0,,,,,,,,
2003,日東富士製粉株式会社,2019-03-31,Q3,tanshin,日本基準,連,2019-02-01,TD2019020100083,36326000000.0,-1.2,41228000000.0,13.5,55000000000.0,11.0,2166000000.0,9.7,3214000000.0,48.4,3500000000.0,20.7,91.8,6.0,7.8,6.4,,,2415000000.0,8.9,3458000000.0,43.2,3800000000.0,19.8,,,,,,,1841000000.0,21.6,2680000000.0,45.5,3000000000.0,28.4,5.1,6.5,5.5,402.2,585.34,655.13,7.9,6.8,,,,,,47138000000.0,,34058000000.0,,72.0,,,,,,,,,,
2003,日東富士製粉株式会社,2019-03-31,Q3,tanshin,日本基準,単,2019-02-01,TD2019020100083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,,,4692364.0,113388.0,,,,,,,,
2053,中部飼料株式会社>>,2019-03-31,Q3,tanshin,日本基準,連,2019-01-31,TD2019013100157,134440000000.0,4.4,142248000000.0,5.8,187000000000.0,4.9,4638000000.0,39.8,3752000000.0,-19.1,4800000000.0,-17.3,78.2,3.4,2.6,2.6,,,4926000000.0,41.9,4022000000.0,-18.3,5100000000.0,-16.7,,,,,,,3373000000.0,38.8,2814000000.0,-16.6,3600000000.0,-15.3,2.5,2.0,1.9,111.27,92.85,118.74,5.5,4.6,,,,,,82437000000.0,,52214000000.0,,62.6,,,,,,,,,,
2053,中部飼料株式会社>>,2019-03-31,Q3,tanshin,日本基準,単,2019-01-31,TD2019013100157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,30371908.0,54765.0,,,,,,,,
2109,三井製糖株式会社>>,2019-03-31,Q3,tanshin,日本基準,連,2019-01-31,TD2019013100232,80739000000.0,2.8,78550000000.0,-2.7,105000000000.0,-0.3,5807000000.0,39.4,3030000000.0,-47.8,3700000000.0,-41.8,81.9,7.2,3.9,3.5,,,11362000000.0,23.6,8146000000.0,-28.3,10800000000.0,-20.6,,,,,,,7218000000.0,27.1,5031000000.0,-30.3,6700000000.0,-19.4,8.9,6.4,6.4,270.33,188.44,250.91,6.0,2.2,,,,,,136823000000.0,,92863000000.0,,61.5,,,,,,,,,,
2109,三井製糖株式会社>>,2019-03-31,Q3,tanshin,日本基準,単,2019-01-31,TD2019013100232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,28333480.0,1631408.0,,,,,,,,
